Date,Tavg,Tmin,Tmax
2015-12-14,42.679019361350356,40.862735859420525,44.2382697400805
2015-12-15,41.87177651424536,40.015652534110004,43.37416364091149
2015-12-16,41.2668206628908,40.121330007858816,43.068318644282115
2015-12-17,39.96922994654366,38.21095395742882,41.20630666582249
2015-12-18,43.974931755665615,40.333038112913606,46.02431122683716
2015-12-19,43.04522805024481,40.589970128590906,45.23374015693433
2015-12-20,43.62327399480278,42.20459881060509,45.02382444818826
2015-12-21,41.30802339636821,40.01903105936932,43.44711206012871
2015-12-22,40.64411596395099,38.973202223536724,43.31782402271252
2015-12-23,41.04417417127436,39.945790336556726,42.55970518198594
2015-12-24,40.60304417767677,39.0626390173707,42.14074273055478
2015-12-25,39.2113526441452,37.54845917096259,41.080910829552565
2015-12-26,39.44139035685507,38.353150548794794,40.3278388650473
2015-12-27,37.66118274220765,36.374488384859376,40.04762978677404
2015-12-28,39.50087765923009,37.530804493710534,41.46621815122079
2015-12-29,40.1144962139396,39.16487619075764,41.52062666460555
2015-12-30,37.20689753463682,35.314805034465806,39.7025520015776
2015-12-31,34.96012391437234,31.960781625125218,38.48734957131037
2016-01-01,34.80771607645001,31.540582877158805,40.136542288948306
2016-01-02,34.79364136347221,31.92430180363133,39.64981049367255
2016-01-03,35.182377279711254,32.79434988260182,37.701733320536505
2016-01-04,36.48197524056512,34.674438331484126,38.49681206269315
2016-01-05,39.81052423886588,38.585973922764126,41.84652944339488
2016-01-06,41.410913272883576,38.94909991993755,45.72574306434895
2016-01-07,41.1815280956239,39.439038438033016,42.86301387013041
2016-01-08,41.76172679471194,39.713668108822276,44.614341937465575
2016-01-09,41.125795384126626,38.31533590590716,44.192364107340744
2016-01-10,41.65619973700877,38.299485417404256,45.93525161336434
2016-01-11,40.05116610132109,36.36142116485782,44.03741370497742
2016-01-12,44.2946496233639,42.977519376520945,45.58721365989612
2016-01-13,45.64359461533556,41.832823516462476,48.37000234182832
2016-01-14,42.16808002527756,39.87894848608312,45.400264182919045
2016-01-15,42.40723673572507,39.511750158522034,44.94983995619482
2016-01-16,46.41108295906853,42.73730368869951,50.12754371493686
2016-01-17,46.788294526324336,45.840713062958585,48.14713298298748
2016-01-18,46.836509518903576,45.13364372859674,49.13916698918192
2016-01-19,44.03342204556378,42.611303694582304,45.876924815188126
2016-01-20,44.83507265752511,42.368316972121036,47.660352682896985
2016-01-21,47.531157462684995,44.7841644831646,49.843642752544895
2016-01-22,48.80414830916768,44.85248287332591,51.67530675208245
2016-01-23,44.86375260016795,43.88252562187468,45.95525137299374
2016-01-24,43.844506582308775,41.40897531442024,47.47213134786019
2016-01-25,45.472752313154224,41.6419958240225,49.46973773862014
2016-01-26,49.72139900252599,46.778129164845026,51.698588008928525
2016-01-27,51.828273496969985,50.24455848955898,53.33972711467969
2016-01-28,50.195650387451565,45.296626416506925,52.81070276484478
2016-01-29,45.26102518199099,43.15130727171595,48.10887926783535
2016-01-30,42.07150389732046,39.99936214129393,45.90485886375743
2016-01-31,41.63869471800742,40.03485357442935,43.861075577079
2016-02-01,41.706290753565916,39.82493822891293,44.048137414725375
2016-02-02,42.68131164399036,39.88884525254262,45.934484374144326
2016-02-03,43.75508745591881,42.36095814388237,45.512089413214156
2016-02-04,45.36660553916378,43.559963636042845,47.514135652555964
2016-02-05,47.08735148759009,44.12915260979984,51.0813782679705
