,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction date,Transaction Description,Doc Number,Sale Amount,Gallons,Document Reference,Payment Amount,Group,Gallon Consumption,Running total,Month,Year,Month-Year,Monthly Temp (F),,,,Month,Year,Total Gal,Nonzero Gal,Monthly Avg T,,,,,,
3/20/2018,ADJUSTMENT,FC-12127433,($0.52),0, ,$0.00,57072601,"246,257.40","$8,587.88",3,2018,Mar-18,,,,,,,,,,,,,,,
3/21/2018,DISTANCE_CHECK_MET,1100630815,$0.00,0,1100630815,$0.00,0,"246,257.40","$8,587.88",3,2018,Mar-18,,,,,,,,,,,,,,,
3/21/2018,SERVICE NO CHARGE,1100630815,$0.00,0,1100630815,$0.00,0,"246,257.40","$8,587.88",3,2018,Mar-18,,,,,,,,,,,,,,,
3/21/2018,SITE CHECK,1100630815,$0.00,0,1100630815,$0.00,0,"246,257.40","$8,587.88",3,2018,Mar-18,,,,,,,,,,,,,,,
3/21/2018,PROPANE INDEX,1100634047,"$1,264.06",879.9, ,$0.00,57105636,"247,137.30","$9,851.94",3,2018,Mar-18,,,,,,,,,,,,,,,
3/23/2018,000000003549518,RNT7298715,$12.00,0, ,$0.00,57122936,"247,137.30","$9,863.94",3,2018,Mar-18,,,,,,,,,,,,,,,
3/27/2018,MAINTENANCE,1099869445,"($1,402.55)",0, ,$0.00,57173645,"247,137.30","$3,149.05",3,2018,Mar-18,,,,,,,,,,,,,,,
3/27/2018,MAINTENANCE,1100062734,"($2,246.59)",0, ,$0.00,57173645,"247,137.30",$902.46,3,2018,Mar-18,,,,,,,,,,,,,,,
3/27/2018,MAINTENANCE,1100213337,"($1,664.54)",0, ,$0.00,57173645,"247,137.30",($762.08),3,2018,Mar-18,,,,,,,,,,,,,,,
3/27/2018,ADJUSTMENT,OA-12303478,$0.52,0, ,$0.00,57173645,"247,137.30",($761.56),3,2018,Mar-18,,,,,,,,,,,,,,,
3/27/2018,MAINTENANCE,OA-12303478,"$5,313.68",0,BILL124384406,$0.00,57173645,"247,137.30","$4,552.12",3,2018,Mar-18,,,,,,,,,,,,,,,
3/31/2018,PROPANE INDEX,1100764332,"$1,287.14",897.9, ,$0.00,57211939,"248,035.20","$5,839.26",3,2018,Mar-18,,,,,,,,,,,,,,,
4/12/2018,PROPANE INDEX,1100961075,"$1,302.57",951.2, ,$0.00,57366005,"248,986.40","$7,141.83",4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,MAINTENANCE,1100349516,"($1,507.11)",0, ,$0.00,57434113,"248,986.40","$1,084.46",4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,MAINTENANCE,1100483317,"($1,767.09)",0, ,$0.00,57434113,"248,986.40",($682.63),4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,MAINTENANCE,1100634047,"($1,264.06)",0, ,$0.00,57434113,"248,986.40","($1,946.69)",4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,ADJUSTMENT,FC-12311640,($1.86),0, ,$0.00,57434114,"248,986.40","($1,948.55)",4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,MAINTENANCE,OA-12350889,"$4,550.26",0,BILL1244852225,$0.00,57434113,"248,986.40","$2,601.71",4,2018,Apr-18,,,,,,,,,,,,,,,
4/19/2018,MAINTENANCE,RNT7298715,($12.00),0, ,$0.00,57434113,"248,986.40","$2,589.71",4,2018,Apr-18,,,,,,,,,,,,,,,
4/21/2018,PROPANE INDEX,1101076750,$809.46,595.1, ,$0.00,57467624,"249,581.50","$3,399.17",4,2018,Apr-18,,,,,,,,,,,,,,,
5/14/2018,PROPANE INDEX,1101324228,$994.13,726.7, ,$0.00,57690930,"250,308.20","$4,393.30",5,2018,May-18,,,,,,,,,,,,,,,
6/17/2018,PROPANE INDEX,1101693584,$936.95,721.4, ,$0.00,57982947,"251,029.60",$936.95,6,2018,Jun-18,,,,,,,,,,,,,,,
7/21/2018,PROPANE INDEX,1102050468,$629.04,489.6, ,$0.00,58255064,"251,519.20",$629.04,7,2018,Jul-18,,,,,,,,,,,,,,,
8/30/2018,PROPANE INDEX,1102440013,$739.67,528.9, ,$0.00,58584881,"252,048.10",$739.67,8,2018,Aug-18,,,,,,,,,,,,,,,
9/26/2018,000000001857421,RNT7483146,$120.00,0, ,$0.00,58818795,"252,048.10",$230.63,9,2018,Sep-18,,,,,,,,,,,,,,,
9/27/2018,PROPANE INDEX,1102717863,$955.06,668.9, ,$0.00,58840172,"252,717.00","$1,185.69",9,2018,Sep-18,,,,,,,,,,,,,,,
10/3/2018,MAINTENANCE,1102440013,($629.04),0, ,$0.00,58882076,"252,717.00",$556.65,10,2018,Oct-18,,,,,,,,,,,,,,,
10/3/2018,MAINTENANCE,OA-12638633,$629.04,0,BILL1251053726,$0.00,58882076,"252,717.00","$1,185.69",10,2018,Oct-18,,,,,,,,,,,,,,,
10/21/2018,PROPANE INDEX,1103042949,"$1,643.58",1036.7, ,$0.00,59069149,"253,753.70","$2,829.27",10,2018,Oct-18,,,,,,,,,,,,,,,
11/8/2018,PROPANE INDEX,1103338164,"$1,745.85",1117.2, ,$0.00,59279881,"254,870.90","$4,575.23",11,2018,Nov-18,,,,,,,,,,,,,,,
11/19/2018,PROPANE INDEX,1103555992,"$1,543.78",972.4, ,$0.00,59421670,"255,843.30","$6,119.01",11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,1102440013,($110.63),0, ,$0.00,59474696,"255,843.30","$3,179.00",11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,1102717863,($955.06),0, ,$0.00,59474696,"255,843.30","$2,223.94",11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,1103042949,"($1,643.58)",0, ,$0.00,59474696,"255,843.30",$580.36,11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,FC-12623155,($0.11),0,900225,$0.00,59474696,"255,843.30",$580.25,11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,OA-12797720,"$2,829.38",0,11021717863,$0.00,59474696,"255,843.30","$3,409.63",11,2018,Nov-18,,,,,,,,,,,,,,,
11/23/2018,MAINTENANCE,RNT7483146,($120.00),0, ,$0.00,59474696,"255,843.30","$3,289.63",11,2018,Nov-18,,,,,,,,,,,,,,,
11/27/2018,DISTANCE_CHECK_MET,1103551916,$0.00,0,1103551916,$0.00,0,"255,843.30","$3,289.63",11,2018,Nov-18,,,,,,,,,,,,,,,
11/27/2018,SERVICE NO CHARGE,1103551916,$0.00,0,1103551916,$0.00,0,"255,843.30","$3,289.63",11,2018,Nov-18,,,,,,,,,,,,,,,
11/27/2018,SITE CHECK,1103551916,$0.00,0,1103551916,$0.00,0,"255,843.30","$3,289.63",11,2018,Nov-18,,,,,,,,,,,,,,,
12/2/2018,PROPANE INDEX,1103823315,"$1,708.98",1099.8, ,$0.00,59582819,"256,943.10","$4,998.61",12,2018,Dec-18,,,,,,,,,,,,,,,
12/10/2018,PROPANE INDEX,1103974840,"$1,686.22",1143.2, ,$0.00,59700175,"258,086.30","$6,684.83",12,2018,Dec-18,,,,,,,,,,,,,,,
12/14/2018,MAINTENANCE,1103338164,"($1,745.85)",0, ,$0.00,59753476,"258,086.30","$1,649.35",12,2018,Dec-18,,,,,,,,,,,,,,,
12/14/2018,MAINTENANCE,1103555992,"($1,543.78)",0, ,$0.00,59753476,"258,086.30",$105.57,12,2018,Dec-18,,,,,,,,,,,,,,,
12/14/2018,MAINTENANCE,OA-12865590,"$3,289.63",0,BILL125497545,$0.00,59753476,"258,086.30","$3,395.20",12,2018,Dec-18,,,,,,,,,,,,,,,
12/23/2018,PROPANE INDEX,1104217047,"$1,897.47",1220, ,$0.00,59898073,"259,306.30","$5,292.67",12,2018,Dec-18,,,,,,,,,,,,,,,
1/3/2019,PROPANE INDEX,1104400450,"$1,303.01",842.5, ,$0.00,60035571,"260,148.80","$6,595.68",1,2019,Jan-19,,,,,,,,,,,,,,,
1/10/2019,PROPANE INDEX,1104528981,"$1,300.04",866, ,$0.00,60145357,"261,014.80","$7,895.72",1,2019,Jan-19,,,,,,,,,,,,,,,
1/19/2019,MAINTENANCE,1103823315,"($1,708.98)",0, ,$0.00,60286181,"261,014.80",$602.24,1,2019,Jan-19,,,,,,,,,,,,,,,
1/19/2019,MAINTENANCE,1103974840,"($1,686.22)",0, ,$0.00,60286181,"261,014.80","($1,083.98)",1,2019,Jan-19,,,,,,,,,,,,,,,
1/19/2019,MAINTENANCE,1104217047,"($1,897.47)",0, ,$0.00,60286181,"261,014.80","($2,981.45)",1,2019,Jan-19,,,,,,,,,,,,,,,
1/19/2019,MAINTENANCE,OA-12976353,"$5,292.67",0,5004688581,$0.00,60286181,"261,014.80","$2,311.22",1,2019,Jan-19,,,,,,,,,,,,,,,
1/20/2019,PROPANE INDEX,1104709282,"$1,851.20",1300, ,$0.00,60293210,"262,314.80","$4,162.42",1,2019,Jan-19,,,,,,,,,,,,,,,
1/22/2019,MAINTENANCE,1104400450,($291.83),0, ,$0.00,60300686,"262,314.80","$3,870.59",1,2019,Jan-19,,,,,,,,,,,,,,,
1/22/2019,MAINTENANCE,OA-12976353,$171.83,0,5004688581,$0.00,60300686,"262,314.80","$4,042.42",1,2019,Jan-19,,,,,,,,,,,,,,,
1/22/2019,MAINTENANCE,RNT7483146PY,$120.00,0,RNT7483146,$0.00,60300686,"262,314.80","$4,162.42",1,2019,Jan-19,,,,,,,,,,,,,,,
1/24/2019,000000001857419,RNT7677926,$12.00,0, ,$0.00,60354604,"262,314.80","$4,174.42",1,2019,Jan-19,,,,,,,,,,,,,,,
1/30/2019,TANK SET PACKAGE,1104678994,$830.89,6, ,$0.00,60461075,"262,320.80","$5,005.31",1,2019,Jan-19,,,,,,,,,,,,,,,
1/30/2019,TANK SET PACKAGE,1104679050,$612.90,6, ,$0.00,60461075,"262,326.80","$5,618.21",1,2019,Jan-19,,,,,,,,,,,,,,,
1/31/2019,PROPANE INDEX,1104958879,"$1,588.99",1126.7, ,$0.00,60478418,"263,453.50","$7,207.20",1,2019,Jan-19,,,,,,,,,,,,,,,
2/8/2019,PROPANE INDEX,1105115467,"$1,419.41",1029.9, ,$0.00,60607191,"264,483.40","$8,626.61",2,2019,Feb-19,,,,,,,,,,,,,,,
2/14/2019,PROPANE BULK,1105227386,$567.25,180, ,$0.00,60695146,"264,663.40","$9,193.86",2,2019,Feb-19,,,,,,,,,,,,,,,
2/14/2019,PROPANE INDEX,1105228281,"$1,261.58",900.1, ,$0.00,60695146,"265,563.50","$10,455.44",2,2019,Feb-19,,,,,,,,,,,,,,,
2/24/2019,PROPANE INDEX,1105393077,"$1,862.17",1274.5, ,$0.00,60838542,"266,838.00","$12,319.13",2,2019,Feb-19,,,,,,,,,,,,,,,
3/2/2019,MAINTENANCE,1104400450,"($1,011.18)",0, ,$0.00,60943756,"266,838.00","$7,133.53",3,2019,Mar-19,,,,,,,,,,,,,,,
3/2/2019,MAINTENANCE,1104528981,"($1,300.04)",0, ,$0.00,60943756,"266,838.00","$5,833.49",3,2019,Mar-19,,,,,,,,,,,,,,,
3/2/2019,MAINTENANCE,1104709282,"($1,851.20)",0, ,$0.00,60943756,"266,838.00","$3,982.29",3,2019,Mar-19,,,,,,,,,,,,,,,
3/2/2019,MAINTENANCE,OA-13114225,"$4,174.42",0,5004747155,$0.00,60943756,"266,838.00","$8,156.71",3,2019,Mar-19,,,,,,,,,,,,,,,
3/2/2019,MAINTENANCE,RNT7677926,($12.00),0, ,$0.00,60943756,"266,838.00","$8,144.71",3,2019,Mar-19,,,,,,,,,,,,,,,
3/7/2019,PROPANE INDEX,1105603883,"$1,772.09",1166, ,$0.00,61025819,"268,004.00","$9,916.80",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1104678994,($830.89),0, ,$0.00,61152053,"268,004.00","$9,085.91",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1104678994C1,$830.89,0,1104678994,$0.00,61152053,"268,016.00","$9,848.19",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1104679050,($612.90),0, ,$0.00,61152053,"268,016.00","$9,235.29",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1104679050C1,$612.90,0,1104679050,$0.00,61152053,"268,028.00","$9,797.58",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1105227386,($567.25),0, ,$0.00,61152053,"268,028.00","$9,230.33",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,MAINTENANCE,1105227386C1,$567.25,0,1105227386,$0.00,61152053,"268,388.00","$9,750.74",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,TANK SET PACKAGE,1104678994B1,$762.28,6,1104678994C1,$0.00,61151774,"268,010.00","$9,848.19",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,ADJUSTMENT,1104678994C1,($830.89),6,1104678994,$0.00,61151774,"268,016.00","$9,017.30",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,TANK SET PACKAGE,1104679050B1,$562.29,6,1104679050C1,$0.00,61151774,"268,022.00","$9,797.58",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,ADJUSTMENT,1104679050C1,($612.90),6,1104679050,$0.00,61151774,"268,028.00","$9,184.68",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,PROPANE BULK,1105227386B1,$520.41,180,1105227386C1,$0.00,61151774,"268,208.00","$9,750.74",3,2019,Mar-19,,,,,,,,,,,,,,,
3/15/2019,ADJUSTMENT,1105227386C1,($567.25),180,1105227386,$0.00,61151774,"268,388.00","$9,183.49",3,2019,Mar-19,,,,,,,,,,,,,,,
3/19/2019,REVERSE MAINT WORKSHEET 0 NET,OA-12976353,($171.83),0, ,$0.00,61181377,"269,230.50","$9,870.74",3,2019,Mar-19,,,,,,,,,,,,,,,
3/19/2019,REVERSE MAINT WORKSHEET 0 NET,RNT7483146PY,($120.00),0, ,$0.00,61181377,"269,230.50","$9,750.74",3,2019,Mar-19,,,,,,,,,,,,,,,
3/19/2019,REVERSE MAINT WORKSHEET 0 NET,1104400450,$291.83,842.5, ,$0.00,61181377,"269,230.50","$10,042.57",3,2019,Mar-19,,,,,,,,,,,,,,,
3/20/2019,Customer provided Invalid Info,OA-12976353,$171.83,0, ,$0.00,61199442,"269,230.50","$9,922.57",3,2019,Mar-19,,,,,,,,,,,,,,,
3/21/2019,PROPANE INDEX,1105854138,"$1,673.29",1132.9, ,$0.00,61234528,"270,363.40","$11,595.86",3,2019,Mar-19,,,,,,,,,,,,,,,
3/22/2019,000000003549518,RNT7754315,$12.00,0, ,$0.00,61239106,"270,363.40","$11,607.86",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1104400450,($291.83),0, ,$0.00,61330152,"270,363.40","$2,485.61",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1104678994B1,($762.28),0,1104678994C1,$0.00,61330152,"270,363.40","$1,723.33",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1104679050B1,($562.29),0,1104679050C1,$0.00,61330152,"270,363.40","$1,161.04",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1104958879,"($1,588.99)",0, ,$0.00,61330152,"270,363.40",($427.95),3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1105115467,"($1,419.41)",0, ,$0.00,61330152,"270,363.40","($1,847.36)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1105227386B1,($520.41),0,1105227386C1,$0.00,61330152,"270,363.40","($2,367.77)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1105228281,"($1,261.58)",0, ,$0.00,61330152,"270,363.40","($3,629.35)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1105393077,"($1,862.17)",0, ,$0.00,61330152,"270,363.40","($5,491.52)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,1105603883,($685.65),0, ,$0.00,61330152,"270,363.40","($6,177.17)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,ADJUSTMENT,FC-12812391,($1.52),0, ,$0.00,61330153,"270,363.40","($6,178.69)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,ADJUSTMENT,FC-12867837,($4.19),0, ,$0.00,61330153,"270,363.40","($6,182.88)",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,OA-13187206,"$8,834.61",0,79795,$0.00,61330152,"270,363.40","$2,651.73",3,2019,Mar-19,,,,,,,,,,,,,,,
3/29/2019,MAINTENANCE,RNT7483146PY,$120.00,0,RNT7483146,$0.00,61330152,"270,363.40","$2,771.73",3,2019,Mar-19,,,,,,,,,,,,,,,
4/4/2019,PROPANE INDEX,1106080932,"$1,496.33",1068.2, ,$0.00,61408285,"271,431.60","$4,268.06",4,2019,Apr-19,,,,,,,,,,,,,,,
4/18/2019,MAINTENANCE,1105603883,"($1,086.44)",0, ,$0.00,61568978,"271,431.60","($8,430.43)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/18/2019,MAINTENANCE,1105854138,"($1,673.29)",0, ,$0.00,61568978,"271,431.60","($10,103.72)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/18/2019,MAINTENANCE,OA-13228790,"$2,771.73",0,5004863428,$0.00,61568978,"272,463.40","($5,921.42)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/18/2019,MAINTENANCE,RNT7754315,($12.00),0, ,$0.00,61568978,"272,463.40","($5,933.42)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/18/2019,PROPANE INDEX,1106280603,"$1,410.57",1031.8, ,$0.00,61578977,"272,463.40","($8,693.15)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/22/2019,MAINTENANCE,1106080932,"($1,496.33)",0, ,$0.00,61599544,"272,463.40","($7,429.75)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/22/2019,MAINTENANCE,1106280603,"($1,410.57)",0, ,$0.00,61599544,"272,463.40","($8,840.32)",4,2019,Apr-19,,,,,,,,,,,,,,,
4/22/2019,MAINTENANCE,OA-13228790,"$2,906.90",0,5004863428,$0.00,61599544,"272,463.40","($5,933.42)",4,2019,Apr-19,,,,,,,,,,,,,,,
5/9/2019,PROPANE INDEX,1106506084,"$1,199.69",910.1, ,$0.00,61802724,"273,373.50","($4,733.73)",5,2019,May-19,,,,,,,,,,,,,,,
5/30/2019,MAINTENANCE,1106506084,"($1,199.69)",0, ,$0.00,61995326,"273,373.50","($5,933.42)",5,2019,May-19,,,,,,,,,,,,,,,
5/30/2019,MAINTENANCE,OA-13228790,"$1,199.69",0,5004863428,$0.00,61995326,"273,373.50","($4,733.73)",5,2019,May-19,,,,,,,,,,,,,,,
6/16/2019,PROPANE INDEX,1106896536,$948.51,759.9, ,$0.00,62146684,"274,133.40","($3,785.22)",6,2019,Jun-19,,,,,,,,,,,,,,,
6/24/2019,DISTANCE_CHECK_MET,1106973108,$0.00,0,1106973108,$0.00,0,"274,133.40","($3,785.22)",6,2019,Jun-19,,,,,,,,,,,,,,,
6/24/2019,SITE CHECK,1106973108,$0.00,0,1106973108,$0.00,0,"274,133.40","($3,785.22)",6,2019,Jun-19,,,,,,,,,,,,,,,
6/27/2019,MAINTENANCE,1106896536,($948.51),0, ,$0.00,62246531,"274,133.40","($4,733.73)",6,2019,Jun-19,,,,,,,,,,,,,,,
6/27/2019,MAINTENANCE,OA-13228790,$948.51,0,5004863428,$0.00,62246531,"274,133.40","($3,785.22)",6,2019,Jun-19,,,,,,,,,,,,,,,
7/14/2019,PROPANE INDEX,1107239174,$483.94,426.3, ,$0.00,62386447,"274,559.70","($3,301.28)",7,2019,Jul-19,,,,,,,,,,,,,,,
7/31/2019,MAINTENANCE,1107239174,($483.94),0, ,$0.00,62529080,"274,559.70","($3,785.22)",7,2019,Jul-19,,,,,,,,,,,,,,,
7/31/2019,MAINTENANCE,OA-13228790,$483.94,0,5004863428,$0.00,62529080,"274,559.70","($3,301.28)",7,2019,Jul-19,,,,,,,,,,,,,,,
8/29/2019,PROPANE INDEX,1107767161,$595.55,549.6, ,$0.00,62795308,"275,109.30","($2,705.73)",8,2019,Aug-19,,,,,,,,,,,,,,,
9/26/2019,000000001857421,RNT7946398,$120.00,0, ,$0.00,63053097,"275,109.30","($2,585.73)",9,2019,Sep-19,,,,,,,,,,,,,,,
9/30/2019,PROPANE INDEX,1108175157,$853.86,700, ,$0.00,63094640,"275,809.30","($1,731.87)",9,2019,Sep-19,,,,,,,,,,,,,,,
10/3/2019,MAINTENANCE,1107767161,($595.55),0, ,$0.00,63121735,"275,809.30","($2,327.42)",10,2019,Oct-19,,,,,,,,,,,,,,,
10/3/2019,MAINTENANCE,1108175157,($853.86),0, ,$0.00,63121735,"275,809.30","($3,181.28)",10,2019,Oct-19,,,,,,,,,,,,,,,
10/3/2019,MAINTENANCE,OA-13228790,"$1,569.41",0,5004863428,$0.00,63121735,"275,809.30","($1,611.87)",10,2019,Oct-19,,,,,,,,,,,,,,,
10/3/2019,MAINTENANCE,RNT7946398,($120.00),0, ,$0.00,63121735,"275,809.30","($1,731.87)",10,2019,Oct-19,,,,,,,,,,,,,,,
10/11/2019,PROPANE INDEX,1108283676,"$1,290.11",1003.9, ,$0.00,63216000,"276,813.20",($441.76),10,2019,Oct-19,,,,,,,,,,,,,,,
10/22/2019,MAINTENANCE,1108283676,"($1,290.11)",0, ,$0.00,63325310,"276,813.20","($1,851.87)",10,2019,Oct-19,,,,,,,,,,,,,,,
10/22/2019,MAINTENANCE,OA-13228790,"$1,290.11",0,5004863428,$0.00,63325310,"276,813.20",($561.76),10,2019,Oct-19,,,,,,,,,,,,,,,
10/25/2019,PROPANE INDEX,1108540177,"$1,462.67",1108, ,$0.00,63381763,"277,921.20",$900.91,10,2019,Oct-19,,,,,,,,,,,,,,,
11/5/2019,PROPANE INDEX,1108701787,"$1,863.91",1406.3, ,$0.00,63499095,"279,327.50","$2,764.82",11,2019,Nov-19,,,,,,,,,,,,,,,
11/7/2019,MAINTENANCE,1108540177,($561.76),0, ,$0.00,63519236,"279,327.50","$2,203.06",11,2019,Nov-19,,,,,,,,,,,,,,,
11/7/2019,MAINTENANCE,OA-13228790,$441.76,0,5004863428,$0.00,63519236,"279,327.50","$2,644.82",11,2019,Nov-19,,,,,,,,,,,,,,,
11/7/2019,MAINTENANCE,RNT7946398PY,$120.00,0,RNT7946398,$0.00,63519236,"279,327.50","$2,764.82",11,2019,Nov-19,,,,,,,,,,,,,,,
11/19/2019,PROPANE INDEX,1108932787,"$1,558.54",1109.2, ,$0.00,63686718,"280,436.70","$4,323.36",11,2019,Nov-19,,,,,,,,,,,,,,,
11/27/2019,PROPANE INDEX,1109087035,"$1,531.14",1085.3, ,$0.00,63811843,"281,522.00","$5,854.50",11,2019,Nov-19,,,,,,,,,,,,,,,
12/4/2019,PROPANE INDEX,1109185268,"$1,613.01",1143.9, ,$0.00,63893106,"282,665.90","$7,467.51",12,2019,Dec-19,,,,,,,,,,,,,,,
12/6/2019,MAINTENANCE,1108540177,($900.91),0, ,$0.00,63930975,"282,665.90","$5,665.69",12,2019,Dec-19,,,,,,,,,,,,,,,
12/6/2019,MAINTENANCE,OA-13759824,$900.91,0,5005237159,$0.00,63930975,"282,665.90","$6,566.60",12,2019,Dec-19,,,,,,,,,,,,,,,
12/12/2019,PROPANE INDEX,1109335983,"$1,250.44",897.4, ,$0.00,64013524,"283,563.30","$7,817.04",12,2019,Dec-19,,,,,,,,,,,,,,,
12/20/2019,PROPANE INDEX,1109446280,"$1,406.12",1004.3, ,$0.00,64144325,"284,567.60","$9,223.16",12,2019,Dec-19,,,,,,,,,,,,,,,
12/29/2019,PROPANE INDEX,1109549981,"$1,657.34",1200.1, ,$0.00,64242753,"285,767.70","$10,881.88",12,2019,Dec-19,,,,,,,,,,,,,,,
1/6/2020,PROPANE INDEX,1109715622,"$1,002.35",738, ,$0.00,64352925,"286,505.70","$11,884.23",1,2020,Jan-20,,,,,,,,,,,,,,,
1/12/2020,PROPANE INDEX,1109833109,"$1,461.68",1100, ,$0.00,64449554,"287,605.70","$13,345.91",1,2020,Jan-20,,,,,,,,,,,,,,,
1/13/2020,SERVICE LABOR,1109737657,$57.50,0, ,$0.00,64466840,"287,605.70","$13,403.41",1,2020,Jan-20,,,,,,,,,,,,,,,
1/19/2020,PROPANE INDEX,1109939380,"$1,476.64",1140.7, ,$0.00,64556112,"288,746.40","$14,880.05",1,2020,Jan-20,,,,,,,,,,,,,,,
1/24/2020,000000001857419,RNT8145835,$12.00,0, ,$0.00,64634683,"288,746.40","$14,892.05",1,2020,Jan-20,,,,,,,,,,,,,,,
1/28/2020,PROPANE INDEX,1110187139,"$1,309.40",996.8, ,$0.00,64701122,"289,743.20","$2,866.17",1,2020,Jan-20,,,,,,,,,,,,,,,
2/6/2020,PROPANE INDEX,1110354223,"$1,506.57",1146.9, ,$0.00,64832256,"290,890.10","$4,372.74",2,2020,Feb-20,,,,,,,,,,,,,,,
2/15/2020,PROPANE INDEX,1110541878,"$1,467.16",1149.9, ,$0.00,64970821,"292,040.00","$5,839.90",2,2020,Feb-20,,,,,,,,,,,,,,,
2/17/2020,SERVICE LABOR,1110277379,$115.00,0, ,$0.00,64983075,"292,040.00","$5,954.90",2,2020,Feb-20,,,,,,,,,,,,,,,
2/18/2020,ADJUSTMENT,1096131048R1,($67.47),-54,1096131048,$0.00,65009552,"291,986.00","($9,055.87)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/19/2020,MAINTENANCE,1109737657,($57.50),0, ,$0.00,65015718,"291,986.00","($9,113.37)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/19/2020,MAINTENANCE,1109939380,"($1,476.64)",0, ,$0.00,65015718,"291,986.00","($10,590.01)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/19/2020,MAINTENANCE,FC-13308137,($1.38),0,900239,$0.00,65015718,"291,986.00","($10,591.39)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/19/2020,MAINTENANCE,FC-13364736,($9.25),0,900240,$0.00,65015718,"291,986.00","($10,600.64)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/19/2020,MAINTENANCE,RNT8145835PY,"$1,544.77",0,RNT8145835,$0.00,65015718,"291,986.00","($9,055.87)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/23/2020,PROPANE INDEX,1110690048,"$1,078.46",747.7, ,$0.00,65083218,"293,833.70","($6,540.92)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/23/2020,PROPANE INDEX,1110645273,"$1,436.49",1100, ,$0.00,65083218,"293,086.00","($7,619.38)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/27/2020,MAINTENANCE,1096131048R1,$67.47,0,1096131048,$0.00,65146961,"293,833.70","($6,473.45)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/27/2020,MAINTENANCE,1110187139,"($1,309.40)",0, ,$0.00,65146961,"293,833.70","($7,782.85)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/27/2020,MAINTENANCE,1110277379,($115.00),0, ,$0.00,65146961,"293,833.70","($7,897.85)",2,2020,Feb-20,,,,,,,,,,,,,,,
2/27/2020,MAINTENANCE,1110354223,"($1,506.57)",0, ,$0.00,65146961,"293,833.70","($9,404.42)",2,2020,Feb-20,,,,,,,,,,,,,,,
